Name,MLBAM_ID,Putaway vs RHB,Putaway vs LHB,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,FIP-,Stuff+,K%,BB%,IP,Matched_Name,Match_Type
Clarke Schmidt,657376.0,SL,CH  ,0.29285714,0.64912281,0.5,0.86486486,0.4488189,0.68382353,0.11984283,0.29862475,115.05080852288800,99.02536489151870,0.22058824,0.125,32.2,Clarke Schmidt,Exact
Tobias Myers,668964.0,4S,SL  ,0.32512315,0.72121212,0.77272727,0.91596639,0.44836957,0.57291667,0.06793478,0.21467391,111.43587788753700,89.00766304347830,0.15625,0.10416667,20.0,Tobias Myers,Exact
Garrett Crochet,676979.0,4S,SL  ,0.3471223,0.71724138,0.59585492,0.82371795,0.43895055,0.60159363,0.13420787,0.28052472,67.66858811570150,112.04368794326200,0.29083665,0.08366534,63.0,Garrett Crochet,Exact
Emilio Pagán,641941.0,SP,SL  ,0.35384615,0.77124183,0.5942029,0.78813559,0.43965517,0.71590909,0.15229885,0.28735632,90.47447049971670,112.07109826589600,0.29545455,0.06818182,23.0,Emilio Pagán,Exact
Ryne Nelson,669194.0,4S,CH  ,0.3015873,0.65151515,0.65789474,0.87596899,0.44,0.60714286,0.09312639,0.28159645,95.01103809059500,110.51328106430200,0.25,0.08928571,26.1,Ryne Nelson,Exact
Collin Snider,676092.0,SI,SL  ,0.39336493,0.74698795,0.6626506,0.87096774,0.4403183,0.67391304,0.11671088,0.25994695,76.81619074095220,103.11331564986700,0.22826087,0.0326087,21.1,Collin Snider,Exact
Luis Severino,622663.0,SL,CH  ,0.30093458,0.70114943,0.77639752,0.89180328,0.44845361,0.63921569,0.07113402,0.23814433,87.06698950514630,106.69190476190500,0.17647059,0.07843137,59.2,Luis Severino,Exact
Mitchell Parker,680730.0,SL,CH  ,0.32087912,0.74094708,0.69863014,0.87593985,0.44103194,0.58796296,0.09447853,0.22944785,91.29199330653450,92.54012468827930,0.14814815,0.11111111,50.0,Mitchell Parker,Exact
Ben Casparius,676508.0,CU,CH  ,0.37218045,0.69668246,0.53535354,0.86394558,0.44234801,0.61788618,0.13836478,0.2851153,49.48682364026120,116.77239567218500,0.25203252,0.04065041,30.1,Ben Casparius,Exact
Kyle Leahy,681517.0,SL,CH  ,0.32843137,0.65432099,0.59701493,0.88679245,0.44262295,0.70833333,0.10655738,0.29234973,85.98076908435430,99.1946994535519,0.21875,0.07291667,26.2,Kyle Leahy,Exact
Davis Martin,663436.0,FC,SL  ,0.32244898,0.68717949,0.67088608,0.92164179,0.44318182,0.57383966,0.08295455,0.23295455,95.9487904522121,96.47634000676740,0.15189873,0.05485232,56.2,Davis Martin,Exact
Landon Knack,689017.0,SI,CH  ,0.29098361,0.7025641,0.70422535,0.84671533,0.44419134,0.65714286,0.09567198,0.23690205,126.0709196333780,98.01461343510990,0.21904762,0.0952381,23.1,Landon Knack,Exact
Carmen Mlodzinski,669387.0,SI,SL  ,0.29736842,0.64379085,0.68141593,0.9035533,0.44606414,0.62222222,0.08005822,0.26055313,106.3659348952140,100.27871532846700,0.15555556,0.06666667,39.2,Carmen Mlodzinski,Exact
Bailey Falter,663559.0,CH,SL  ,0.26960784,0.64954683,0.72727273,0.8744186,0.44790257,0.54736842,0.07702703,0.25540541,111.55976291149500,95.01469273743010,0.17894737,0.09473684,47.0,Bailey Falter,Exact
Connor Gillispie,687362.0,CU,SL  ,0.31558935,0.62980769,0.69879518,0.8778626,0.44161359,0.55284553,0.08686441,0.26483051,140.4023507466190,91.5690763052209,0.18699187,0.08943089,26.0,Connor Gillispie,Exact
Lucas Giolito,608337.0,SL,CH  ,0.30054645,0.67948718,0.65454545,0.93396226,0.46017699,0.61111111,0.07647059,0.24705882,135.0128748514260,89.04345238095240,0.18888889,0.06666667,20.1,Lucas Giolito,Exact
Kumar Rocker,677958.0,SL,SP  ,0.28865979,0.73493976,0.48214286,0.91803279,0.46111111,0.58947368,0.10803324,0.25207756,105.04761957228200,94.54227146814400,0.16842105,0.05263158,20.0,Kumar Rocker,Exact
Osvaldo Bido,674370.0,SL,CH  ,0.28835979,0.74229692,0.64220183,0.86415094,0.48571429,0.62626263,0.10176391,0.23473541,151.84538042239700,94.8229711141678,0.14646465,0.09090909,43.1,Osvaldo Bido,Exact
Steven Okert,595345.0,SL,SL  ,0.28205128,0.73154362,0.43181818,0.76146789,0.48852459,0.56962025,0.16612378,0.31596091,49.44860417060150,111.54980263157900,0.30379747,0.03797468,22.0,Steven Okert,Exact
Tyler Rogers,643511.0,SL,SL  ,0.31060606,0.74825175,0.6097561,0.86915888,0.52,0.72839506,0.10909091,0.30545455,79.25063104589650,126.21476363636400,0.22222222,0.03703704,22.1,Tyler Rogers,Exact
Miles Mikolas,571945.0,SI,CU  ,0.27222222,0.6426513,0.7755102,0.89686099,0.49080622,0.68947368,0.06355932,0.25282486,91.07148151743690,88.75475920679880,0.14210526,0.07894737,45.1,Miles Mikolas,Exact
Steven Matz,571927.0,CH,CU  ,0.30932203,0.66511628,0.73972603,0.8951049,0.4767184,0.60176991,0.07538803,0.2594235,49.154327817951800,100.10855672941800,0.20353982,0.02654867,28.1,Steven Matz,Exact
Kris Bubic,663460.0,CH,CU  ,0.35983264,0.67586207,0.59302326,0.78571429,0.47645126,0.62704918,0.1456736,0.31215772,65.79515964949860,95.80570801317230,0.25,0.07377049,61.1,Kris Bubic,Exact
Kyle Freeland,607536.0,SL,CH  ,0.37882353,0.71122995,0.57142857,0.91729323,0.46808511,0.67965368,0.11375,0.27375,75.1333498469382,95.54809405940590,0.17748918,0.04329004,50.2,Kyle Freeland,Exact
Carlos Estévez,608032.0,SL,4S,0.28651685,0.71069182,0.70588235,0.91150442,0.47181009,0.65591398,0.07418398,0.22255193,72.89635980205050,97.29797619047620,0.20430108,0.10752688,21.2,Carlos Estévez,Exact
Enyel De Los Santos,660853.0,SL,CH  ,0.32417582,0.6809816,0.55932203,0.82882883,0.47246377,0.59036145,0.13043478,0.29275362,86.35200808639090,94.23014925373140,0.26506024,0.08433735,20.0,Enyel De Los Santos,Exact
Brad Lord,695418.0,CU,SL  ,0.3,0.73605948,0.72222222,0.84848485,0.47275923,0.52666667,0.09666081,0.23374341,105.8396656977680,85.49711758145200,0.18666667,0.08666667,34.0,Brad Lord,Exact
Spencer Schwellenbach,680885.0,SP,SL  ,0.3551797,0.69882353,0.56547619,0.86531987,0.47327394,0.68548387,0.12583519,0.28173719,93.0254671706961,107.60958751393500,0.19758065,0.0483871,61.1,Spencer Schwellenbach,Exact
Joey Wentz,666214.0,CH,SL  ,0.30701754,0.74157303,0.6,0.88636364,0.43842365,0.57142857,0.10591133,0.23399015,106.57485160020400,94.248,0.18367347,0.1122449,21.1,Joey Wentz,Exact
Max Kranick,668820.0,SL,CH  ,0.3575419,0.77040816,0.78125,0.8410596,0.52266667,0.64485981,0.10133333,0.22666667,90.3756555910701,101.21844919786100,0.1588785,0.02803738,27.0,Max Kranick,Exact
Eduard Bazardo,660825.0,SL,CH  ,0.29147982,0.60344828,0.73846154,0.8952381,0.43828715,0.63265306,0.07052897,0.27707809,101.49423612326200,101.03798488665000,0.19387755,0.1122449,23.1,Eduard Bazardo,Exact
Jack Dreyer,676263.0,CU,SL  ,0.34782609,0.67597765,0.5375,0.85123967,0.43765281,0.59259259,0.13414634,0.3,54.73875051221560,96.9286344410876,0.27777778,0.11111111,26.2,Jack Dreyer,Exact
Mitch Spence,687765.0,SI,CH  ,0.34920635,0.69117647,0.54545455,0.88652482,0.39306358,0.59124088,0.12692308,0.28076923,100.9610417757090,101.08479846449100,0.2189781,0.08029197,30.1,Mitch Spence,Exact
Ronel Blanco,669854.0,SP,SL  ,0.34719335,0.67412141,0.56287425,0.8056872,0.39420655,0.5879397,0.14357683,0.29974811,104.84981357721200,89.04040404040400,0.24120603,0.10050251,48.1,Ronel Blanco,Exact
Jeremiah Estrada,669093.0,SL,SL  ,0.44148936,0.73228346,0.56626506,0.78494624,0.4031746,0.725,0.17777778,0.3047619,68.23579452176330,119.37987179487200,0.3875,0.05,20.1,Jeremiah Estrada,Exact
Tyler Ferguson,621053.0,SL,CU  ,0.2952381,0.64084507,0.64516129,0.85714286,0.40340909,0.60674157,0.09943182,0.25852273,108.78798565702200,107.71940119760500,0.2247191,0.14606742,21.0,Tyler Ferguson,Exact
Chad Patrick,694477.0,SL,CH  ,0.33545648,0.70625,0.77848101,0.87168142,0.4045512,0.64356436,0.08080808,0.22222222,90.08404047609630,102.0964755254900,0.18811881,0.07425743,48.1,Chad Patrick,Exact
Sean Burke,680732.0,SL,CH  ,0.26961771,0.68328446,0.64925373,0.85407725,0.40692124,0.60550459,0.0965435,0.24672229,145.70899933176800,91.40740463245650,0.15137615,0.12385321,48.0,Sean Burke,Exact
José Soriano,667755.0,SP,SL  ,0.283859,0.67115903,0.50980392,0.89959839,0.40769231,0.58634538,0.10989011,0.27142857,86.5268689942271,93.01722772277230,0.18473896,0.10843373,58.0,José Soriano,Exact
Trevor Williams,592866.0,CH,SI  ,0.30480167,0.64848485,0.67123288,0.88785047,0.407911,0.6407767,0.08899876,0.25957973,93.18480999823060,94.37617346938770,0.18446602,0.05825243,45.2,Trevor Williams,Exact
Tomoyuki Sugano,608372.0,SP,SL  ,0.34322034,0.67197452,0.71604938,0.90995261,0.39949109,0.59134615,0.0826972,0.24173028,121.1151985745950,92.2580636942675,0.13942308,0.04326923,52.2,Tomoyuki Sugano,Exact
Anthony Banda,607455.0,SL,CH  ,0.3,0.72789116,0.49206349,0.90654206,0.41176471,0.52173913,0.11699164,0.2367688,140.1275614122070,98.67074561403500,0.18478261,0.09782609,22.2,Anthony Banda,Exact
Bryse Wilson,669060.0,SI,SL  ,0.31111111,0.68965517,0.75,0.90625,0.39189189,0.62745098,0.07263514,0.21283784,154.54833040053800,97.77736933805550,0.12418301,0.09150327,33.0,Bryse Wilson,Exact
Charlie Morton,450203.0,CU,CU  ,0.30379747,0.68543046,0.61805556,0.89855072,0.38917526,0.54871795,0.09793814,0.25,148.1438546080550,97.83293814432990,0.20512821,0.12307692,41.0,Charlie Morton,Exact
Fernando Cruz,518585.0,SP,SL  ,0.32644628,0.62121212,0.32911392,0.76829268,0.35294118,0.55913978,0.19251337,0.36631016,58.70877830991700,104.48412868632700,0.37634409,0.08602151,23.2,Fernando Cruz,Exact
Andrés Muñoz,662253.0,SL,SL  ,0.33173077,0.67213115,0.42028986,0.81707317,0.36969697,0.47435897,0.16666667,0.32727273,41.466136016189900,114.4009785932720,0.35897436,0.1025641,20.2,Andrés Muñoz,Exact
Ronny Henriquez,678692.0,CH,SL  ,0.3699187,0.65068493,0.50549451,0.81052632,0.37244898,0.61165049,0.15989848,0.30456853,88.9938946890868,105.48020565552700,0.29126214,0.12621359,22.2,Ronny Henriquez,Exact
Justin Sterner,686993.0,SI,SL  ,0.3253012,0.65100671,0.5308642,0.87628866,0.37437186,0.61956522,0.12531328,0.28070175,94.12397560067250,108.59022556391000,0.29347826,0.14130435,22.2,Justin Sterner,Exact
Eduardo Rodriguez,593958.0,FC,CH  ,0.3161157,0.68259386,0.7254902,0.845,0.37709138,0.55924171,0.09383033,0.24807198,110.00839157461300,92.265,0.2464455,0.08530806,44.2,Eduardo Rodriguez,Exact
Aaron Nola,605400.0,CU,CU  ,0.37616387,0.62576687,0.66831683,0.85294118,0.37775203,0.61818182,0.11239861,0.29548088,121.18422119991500,105.53518128655000,0.23636364,0.07272727,49.2,Aaron Nola,Exact
Tyler Holton,663947.0,SL,SL  ,0.28502415,0.71428571,0.69491525,0.86315789,0.39117647,0.52380952,0.09117647,0.25,120.70870842451700,100.84516223304600,0.22619048,0.08333333,20.0,Tyler Holton,Exact
Brayan Bello,678394.0,CH,SL  ,0.26571429,0.66976744,0.68817204,0.90277778,0.38053097,0.56338028,0.07610619,0.2300885,134.60766501538100,90.36606382978720,0.14084507,0.13380282,31.1,Brayan Bello,Exact
Bryan Abreu,650556.0,SL,SL  ,0.32242991,0.65413534,0.49275362,0.85057471,0.3832853,0.57142857,0.13793103,0.30172414,53.37724447984290,109.55890489913500,0.28571429,0.12087912,21.1,Bryan Abreu,Exact
Hayden Birdsong,806185.0,SL,CH  ,0.32352941,0.67567568,0.57142857,0.84,0.38341969,0.61386139,0.12661499,0.27648579,121.25214651694000,106.67703703703700,0.24752475,0.0990099,23.1,Hayden Birdsong,Exact
Ryan Yarbrough,642232.0,CH,FC  ,0.31983806,0.6516129,0.64556962,0.87128713,0.38557214,0.75490196,0.10199005,0.27114428,118.35019169924900,102.19743729627700,0.19607843,0.09803922,24.1,Ryan Yarbrough,Exact
Jalen Beeks,656222.0,CH,SL  ,0.36666667,0.79470199,0.52272727,0.825,0.38618926,0.63829787,0.16112532,0.25575448,92.86987797623950,99.36879795396420,0.23404255,0.10638298,23.0,Jalen Beeks,Exact
Daysbel Hernández,678226.0,SL,SL  ,0.26470588,0.68217054,0.62962963,0.82954545,0.38738739,0.55128205,0.10510511,0.26426426,92.51624961071970,108.9654925373130,0.17948718,0.15384615,20.0,Daysbel Hernández,Exact
Jason Adam,592094.0,SP,SP  ,0.36651584,0.62857143,0.5308642,0.77272727,0.38781163,0.5,0.16066482,0.32409972,80.91787131680170,103.7907222222220,0.30434783,0.10869565,23.1,Jason Adam,Exact
Landen Roupp,694738.0,CU,SL  ,0.32291667,0.60677966,0.61290323,0.8603352,0.38064516,0.62068966,0.10967742,0.29677419,97.83559796734470,100.83632812500000,0.23152709,0.07881773,46.0,Landen Roupp,Exact
Will Vest,676684.0,SL,CH  ,0.31455399,0.69879518,0.58208955,0.81034483,0.43799472,0.68604651,0.13192612,0.30079156,57.39431763416520,105.79097297297300,0.29069767,0.08139535,21.2,Will Vest,Exact
Merrill Kelly,518876.0,CH,FC  ,0.31346154,0.68306011,0.63803681,0.892,0.41309255,0.60869565,0.09706546,0.27088036,89.31783642284620,91.5597963800905,0.22608696,0.06521739,58.0,Merrill Kelly,Exact
Quinn Priester,682990.0,CU,CH  ,0.24731183,0.68683274,0.60869565,0.88082902,0.43032159,0.58579882,0.09035222,0.24349158,126.88188977357600,96.76379741399720,0.14792899,0.13017751,38.2,Quinn Priester,Exact
Brad Keller,641745.0,SI,SL  ,0.32857143,0.62893082,0.62318841,0.89,0.43089431,0.66292135,0.1,0.28378378,55.119261626606300,104.89628637487000,0.26966292,0.07865169,21.2,Brad Keller,Exact
Robert Garcia,676395.0,SL,SL  ,0.35151515,0.664,0.63793103,0.85542169,0.43103448,0.67532468,0.1137931,0.29310345,70.45764073442720,102.27993103448300,0.22077922,0.07792208,20.1,Robert Garcia,Exact
Chad Green,643338.0,4S,SL  ,0.34285714,0.73684211,0.68333333,0.83673469,0.43181818,0.69135802,0.11326861,0.25242718,161.6822273027630,98.2008414239482,0.2345679,0.0617284,20.2,Chad Green,Exact
Luis L. Ortiz,682847.0,SI,SL  ,0.28210526,0.71546961,0.58955224,0.7992278,0.43249701,0.63981043,0.12783751,0.29032258,101.5277237593210,97.46527577937650,0.26540284,0.10900474,48.1,Luis L. Ortiz,Exact
Spencer Bivens,702352.0,SI,SL  ,0.2979798,0.67114094,0.6440678,0.91,0.42939481,0.58241758,0.08645533,0.27665706,107.34797748136400,98.47149425287350,0.17582418,0.08791209,22.1,Spencer Bivens,Exact
David Peterson,656849.0,SL,CH  ,0.34237996,0.64305177,0.6097561,0.90677966,0.43380615,0.63013699,0.10153483,0.29161747,89.36281417441550,90.1502965599051,0.21461187,0.0913242,50.1,David Peterson,Exact
Greg Weissert,669711.0,SL,SL  ,0.26842105,0.67123288,0.66666667,0.82653061,0.43452381,0.50588235,0.10119048,0.29464286,80.95021569158900,97.3092261904762,0.24705882,0.07058824,20.1,Greg Weissert,Exact
Randy Vásquez,681190.0,CU,CH  ,0.26024096,0.65830721,0.73148148,0.91904762,0.4346049,0.58163265,0.0626703,0.23024523,127.1139697011710,96.43027472527470,0.11734694,0.13265306,44.1,Randy Vásquez,Exact
José Alvarado,621237.0,SL,SL  ,0.32460733,0.68707483,0.58064516,0.89108911,0.43491124,0.63095238,0.10946746,0.27810651,46.06951801850270,115.9851038575670,0.29761905,0.04761905,20.0,José Alvarado,Exact
Grant Holmes,656550.0,CU,SL  ,0.29460581,0.69086022,0.56338028,0.87159533,0.43559719,0.54245283,0.11111111,0.25847953,131.45038703559300,89.94323327450780,0.23113208,0.11792453,51.2,Grant Holmes,Exact
Simeon Woods Richardson,680573.0,CH,SL  ,0.30829016,0.7114094,0.65546218,0.86320755,0.43567251,0.57831325,0.10218978,0.24233577,130.29385952683000,90.05721087880570,0.21084337,0.08433735,37.2,Simeon Woods Richardson,Exact
Germán Márquez,608566.0,CU,SL  ,0.30971129,0.71575342,0.66949153,0.94258373,0.43387816,0.57512953,0.07566766,0.21068249,114.0849695113380,88.67525373134330,0.10880829,0.08290155,40.0,Germán Márquez,Exact
Chris Paddack,663978.0,CH,SL  ,0.33479212,0.71118012,0.7254902,0.88209607,0.41335045,0.64248705,0.0885751,0.22978177,118.09567704796200,95.70682110682110,0.17098446,0.0880829,46.2,Chris Paddack,Exact
Jesús Luzardo,666200.0,CH,SL  ,0.34274194,0.66935484,0.48823529,0.87148594,0.42857143,0.68949772,0.13693901,0.29689298,58.08781385539140,102.0741637831600,0.26027397,0.06849315,54.0,Jesús Luzardo,Exact
Tony Gonsolin,664062.0,SP,SL  ,0.28717949,0.6137931,0.53571429,0.79775281,0.42647059,0.70238095,0.12941176,0.30882353,112.993353867335,94.96427299703260,0.28571429,0.10714286,20.0,Tony Gonsolin,Exact
Cristopher Sánchez,650911.0,CH,SL  ,0.33549784,0.65243902,0.5483871,0.85046729,0.41518987,0.64251208,0.12911392,0.29746835,86.57146389467200,113.318958068615,0.28502415,0.0821256,49.1,Cristopher Sánchez,Exact
Yariel Rodríguez,684320.0,SP,SL  ,0.30373832,0.68421053,0.58461538,0.83653846,0.41530055,0.53846154,0.11989101,0.26158038,120.11895033245900,101.28007882444500,0.24175824,0.0989011,23.0,Yariel Rodríguez,Exact
Chase Dollander,801403.0,SL,CH  ,0.29072682,0.73943662,0.68103448,0.83809524,0.41581259,0.52325581,0.10395315,0.23572474,141.69028814270000,105.93906020558000,0.22093023,0.10465116,38.2,Chase Dollander,Exact
Garrett Whitlock,676477.0,CH,SL  ,0.33198381,0.65730337,0.45121951,0.79487179,0.41882353,0.61386139,0.16235294,0.31764706,79.08961705098990,101.81849411764700,0.28712871,0.0990099,23.1,Garrett Whitlock,Exact
Tyler Phillips,663969.0,SI,SL  ,0.38495575,0.6196319,0.56321839,0.9009901,0.41902314,0.61165049,0.12339332,0.3059126,122.90554815048500,100.02971563981000,0.14563107,0.0776699,24.1,Tyler Phillips,Exact
Jacob Webb,657097.0,SL,SL  ,0.30113636,0.75572519,0.62264151,0.88888889,0.4267101,0.58139535,0.1009772,0.247557,113.55564412964100,90.31575163398690,0.18604651,0.09302326,21.1,Jacob Webb,Exact
Manuel Rodríguez,655889.0,SL,SL  ,0.38251366,0.68181818,0.58571429,0.91111111,0.41904762,0.60465116,0.11746032,0.26349206,81.07954191139330,104.0911821086260,0.22093023,0.04651163,21.1,Manuel Rodríguez,Exact
Logan Evans,688138.0,SI,SL  ,0.285,0.66206897,0.71929825,0.95833333,0.42028986,0.5483871,0.05797101,0.23478261,105.34157186653900,99.3660465116279,0.15053763,0.08602151,21.0,Logan Evans,Exact
Jack Kochanowicz,686799.0,CU,CH  ,0.33179724,0.6984127,0.6875,0.92727273,0.42056075,0.60663507,0.08122503,0.22636485,126.74115286338900,94.0354339118825,0.13744076,0.1042654,49.2,Jack Kochanowicz,Exact
Hunter Dobbins,690928.0,SI,SL  ,0.35294118,0.64761905,0.64705882,0.875,0.42084168,0.59124088,0.106,0.286,82.53358711662100,95.64195991091310,0.18248175,0.03649635,32.1,Hunter Dobbins,Exact
Kyle Hart,606996.0,CH,SL  ,0.27777778,0.70138889,0.67272727,0.9009901,0.42105263,0.58888889,0.08163265,0.26239067,151.8347018320620,96.4875659824047,0.17777778,0.06666667,21.0,Kyle Hart,Exact
Roki Sasaki,808963.0,SP,SP  ,0.24347826,0.6812749,0.55952381,0.93567251,0.42114094,0.57142857,0.08013356,0.23706177,148.85565874990900,90.51580536912750,0.15584416,0.14285714,34.1,Roki Sasaki,Exact
